奕码·优化版 拆分表（hanzi-chai驱动，共8230字）
说明: 拆分中[xx]为PUA部件名；编码为三码全码；排名0=非top6000
------------------------------------------------------------
字	排名	频率	拆分	编码
釐	0	390	未·攵·里	nyx
暲	0	389	日·音·十	dsu
泖	0	389	氵·卯·卯	onm
甦	0	389	更·生·生	kts
邲	0	388	心·丿·阝	naz
幞	0	387	巾·业·丶	flz
烔	0	385	火·冂·[同字心]	xgm
橼	0	384	木·纟·[豕省]	syv
泐	0	384	氵·阝·力	ozi
珵	0	384	⺩·口·⺩	vjv
僰	0	383	朿·朿·人	ttk
锘	0	381	钅·[贲字腰]·右	tbc
倓	0	380	亻·火·火	mxx
鲴	0	380	鱼·囗·古	zwn
钷	0	377	钅·匸·口	taj
劄	0	376	[竹头]·合·刂	pqx
彟	0	376	彐·寸·又	upr
澥	0	376	氵·角·牛	oip
鼷	0	376	鼠·爫·大	yfk
𩾌	0	375	鱼·广·氺	zxi
锽	0	373	钅·白·⺩	tgv
𩽾	0	373	鱼·宀·女	zlg
槠	0	371	木·讠·者	siq
祧	0	371	礻·[见字底]·[飞无折]	ryf
跬	0	371	[足旁]·圭·圭	rog
悛	0	370	忄·厶·夊	qor
耵	0	370	耳·丁·丁	xid
蕹	0	368	[贲字腰]·亠·隹	bmo
呙	0	367	口·内·内	jen
潽	0	367	氵·䒑·日	osd
犴	0	367	犭·干·干	leg
壸	0	366	[壳字头]·一·业	rel
朓	0	366	月·[见字底]·[飞无折]	vyf
椐	0	365	木·尸·古	stn
珧	0	365	⺩·[见字底]·[飞无折]	vyf
翙	0	365	山·夕·羽	etn
悰	0	364	忄·宀·示	qlq
梠	0	364	木·口·口	sjj
硁	0	364	石·[经右角]·工	urm
溽	0	362	氵·辰·寸	ozp
桴	0	361	木·爫·子	sfy
铚	0	360	钅·至·至	tri
璥	0	359	⺩·[贲字腰]·攵	vby
倧	0	357	亻·宀·示	mlq
嫫	0	357	女·莫·莫	gom
蔹	0	357	[贲字腰]·亼·攵	bry
茛	0	356	[贲字腰]·艮·艮	bzg
溍	0	355	氵·一·日	oed
筚	0	354	[竹头]·比·十	pzu
缲	0	354	纟·口·木	yjs
甡	0	353	生·生·生	tts
疔	0	352	疒·丁·丁	kid
赑	0	352	贝·贝·贝	qqq
鹋	0	352	[贲字腰]·田·鸟	bbl
滠	0	351	氵·耳·双	oxv
狃	0	351	犭·乚·[里无日]	lwa
嗞	0	350	口·䒑·幺	jsj
胬	0	350	女·又·人	grk
筼	0	349	[竹头]·口·贝	pjq
陞	0	349	阝·丿·土	zaa
棪	0	347	木·火·火	sxx
绁	0	347	纟·廿·乚	yyw
芴	0	345	[贲字腰]·勹·[横两撇]	bfi
坼	0	341	土·斤·丶	alz
柙	0	338	木·甲·甲	sdj
卺	0	337	乚·水·㔾	wib
仂	0	335	亻·力·力	mil
骖	0	335	马·厶·彡	uop
觜	0	334	[止旁]·匕·角	kci
锎	0	334	钅·门·开	tec
铗	0	333	钅·夫·丷	txs
骟	0	333	马·户·羽	urn
尢	0	332	尢·尢·尢	dyy
牤	0	332	牜·亡·亡	faw
菉	0	332	[贲字腰]·[录字头]·氺	bui
暕	0	331	日·束·丷	dks
溞	0	331	氵·又·虫	orc
箨	0	330	[竹头]·扌·[举字底]	phh
蓊	0	329	[贲字腰]·八·羽	btn
塝	0	327	土·[帝字头]·方	ayu
镪	0	327	钅·弓·虫	tlc
蒗	0	326	[落字框]·丶·艮	czz
棼	0	325	林·八·刀	qtp
仉	0	323	亻·几·几	mwj
睚	0	323	目·厂·圭	kao
觌	0	323	十·乚·见	uwe
镈	0	323	钅·甫·寸	tvp
麈	0	322	鹿·丶·王	dzv
甍	0	321	[贲字腰]·罒·瓦	bdz
廑	0	320	广·革·二	xyt
浡	0	319	氵·[索字头]·子	ory
矻	0	319	石·[卧人]·乙	ufw
垤	0	317	土·至·至	ari
墁	0	317	土·曼·曼	avm
潾	0	317	氵·米·㐄	oxz
鲊	0	317	鱼·乍·乍	zca
浉	0	316	氵·[师字旁]·巾	opf
聍	0	316	耳·宀·丁	xli
堽	0	315	土·罒·正	adc
湴	0	315	氵·䒑·业	osl
盦	0	315	亽·乚·皿	fwr
徂	0	314	彳·且·且	wuq
澌	0	314	氵·其·斤	ogl
棐	0	312	非·木·木	dsm
瀼	0	312	氵·[衣框]·[寒字腰]	ocq
佸	0	311	亻·舌·舌	mms
斝	0	311	吅·冖·斗	pnt
箜	0	311	[竹头]·穴·工	pwm
浥	0	310	氵·口·巴	ojv
飑	0	309	[风省]·㐅·巳	whc
倞	0	308	亻·[享字头]·小	muh
堍	0	308	土·[免五]·丶	aoz
瑆	0	308	⺩·日·生	vdt
瘊	0	308	疒·亻·矢	kmf
轺	0	308	[车旁]·召·召	nta
龁	0	307	齿·[卧人]·乙	ufw
婳	0	306	女·一·凵	gek
舳	0	306	舟·由·由	dhy
剀	0	305	山·己·刂	ehx
橦	0	305	木·立·里	syx
箅	0	304	[竹头]·田·丌	pbw
谮	0	304	讠·旡·日	iad
堠	0	303	土·亻·矢	amf
湲	0	303	氵·爫·又	ofr
茀	0	303	[贲字腰]·弓·[乔字底]	bll
桄	0	302	木·[尚字头]·兀	sdw
堌	0	301	土·囗·古	awn
夬	0	301	[候右角]·人·人	akr
梾	0	301	木·未·丷	sns
糨	0	300	米·弓·虫	xlc
儇	0	298	亻·罒·[衣省]	mdc
姶	0	297	女·合·合	gqh
蒉	0	297	[贲字腰]·[贵字头]·贝	bcq
锖	0	297	钅·龶·[青字底]	tpv
佴	0	296	亻·耳·耳	mxe
磉	0	296	石·又·木	urs
妘	0	295	女·云·云	gty
玚	0	294	⺩·乚·[横两撇]	vwi
剋	0	293	古·[见字底]·刂	nyx
杌	0	293	木·兀·兀	swu
氾	0	293	氵·㔾·㔾	obj
茈	0	293	[贲字腰]·[止旁]·匕	bkc
蜞	0	291	虫·其·其	cgq
婠	0	290	女·宀·㠯	glp
旵	0	289	日·山·山	des
垧	0	288	土·[向字框]·口	aqj
塆	0	288	土·[变字头]·弓	aal
怍	0	288	忄·乍·乍	qca
拶	0	287	扌·巛·夕	het
钖	0	287	钅·乚·[横两撇]	twi
蓠	0	286	[贲字腰]·亠·禸	bme
璪	0	285	⺩·口·木	vjs
梣	0	284	木·山·乚	sew
猁	0	283	犭·禾·刂	lwx
綮	0	283	户·攵·糸	ryz
囷	0	282	囗·禾·禾	wwh
毌	0	282	毌·毌·毌	tgg
秕	0	282	禾·比·比	wzb
菪	0	281	[贲字腰]·宀·石	blu
撙	0	279	扌·酋·寸	hnp
甗	0	279	虍·鬲·瓦	sfz
羕	0	279	[美字头]·丶·[永无点]	izi
縠	0	278	[彀字框无一]·一·糸	rez
蕺	0	278	[贲字腰]·口·戈	bjq
杙	0	277	木·弋·弋	sai
歃	0	277	千·臼·欠	izy
栝	0	276	木·舌·舌	sms
蠃	0	276	吂·[月凡]·虫	afc
槚	0	275	木·覀·贝	svq
骙	0	275	马·癶·天	utg
泇	0	274	氵·力·口	oij
骃	0	274	马·囗·大	uwk
勔	0	272	面·力·力	lil
姞	0	272	女·吉·吉	gcj
茳	0	272	[落字框]·工·工	cmg
晡	0	271	日·甫·甫	dvf
䶮	0	270	龙·天·天	ugt
搦	0	270	扌·弓·冫	hlf
晢	0	270	扌·斤·日	hld
堎	0	269	土·土·夊	aar
轵	0	269	[车旁]·口·八	njt
晊	0	267	日·至·至	dri
觃	0	267	见·子·子	eyi
砮	0	266	女·又·石	gru
刳	0	265	大·一·刂	kex
旰	0	265	日·干·干	deg
苈	0	265	[贲字腰]·厂·力	bai
猱	0	264	犭·矛·木	lrs
纻	0	264	纟·宀·一	yle
硙	0	263	石·山·己	ueh
鄘	0	263	广·肀·阝	xqz
洣	0	262	氵·米·米	oxm
洨	0	262	氵·六·㐅	omh
盉	0	262	禾·皿·皿	wrm
翾	0	262	罒·[同字心]·羽	dmn
桫	0	261	木·氵·丿	soa
迮	0	261	乍·辶·辶	cod
夐	0	260	[尔字头]·[见二]·夊	igr
垲	0	258	土·山·己	aeh
乸	0	257	也·母·母	dtm
侁	0	257	亻·[告字头]·[见字底]	mpy
璮	0	257	⺩·亠·旦	vmv
噍	0	256	口·隹·灬	job
瑳	0	254	⺩·[差字头]·工	vim
禚	0	254	礻·[美字头]·灬	rib
蝲	0	254	虫·束·刂	ckx
亹	0	253	亠·[臼裂]·且	mzu
鼒	0	253	[于无横]·丿·[鼎右角]	uae
𫚕	0	253	鱼·[师字旁]·巾	zpf
嬬	0	252	女·[雨头]·而	glz
朏	0	251	月·屮·凵	vyk
甏	0	249	壴·彡·瓦	zpz
砑	0	249	石·牙·牙	uzy
绐	0	249	纟·厶·口	yoj
靬	0	249	革·干·干	yeg
宬	0	248	宀·戊·乚	ljw
墕	0	247	土·正·灬	acb
帻	0	247	巾·责·责	fge
鼢	0	247	鼠·八·刀	ytp
嗐	0	246	口·宀·口	jlj
滃	0	246	氵·八·羽	otn
崟	0	245	山·金·金	etj
泂	0	245	氵·冂·口	ogj
傒	0	244	亻·爫·大	mfk
骀	0	243	马·厶·口	uoj
伾	0	242	亻·不·一	mue
噂	0	242	口·酋·寸	jnp
埇	0	242	土·龴·[甬字底]	aoq
忭	0	242	忄·亠·卜	qmp
摽	0	242	扌·覀·示	hvq
夼	0	241	大·川·川	kec
楗	0	240	木·聿·廴	scu
癍	0	240	疒·⺩·⺩	kvv
昳	0	239	日·丿·夫	dax
鞨	0	239	革·日·亾	yda
俜	0	238	亻·由·丂	mhf
昫	0	238	日·句·句	dvj
裈	0	238	衤·冖·车	fnn
锳	0	238	钅·[贲字腰]·大	tbk
龠	0	238	亼·吅·[扁字心]	rpg
珖	0	236	⺩·[尚字头]·兀	vdw
珹	0	235	⺩·戊·乚	vjw
菂	0	235	[贲字腰]·白·丶	bgz
赙	0	235	贝·甫·寸	qvp
鲾	0	234	鱼·[同字心]·田	zmb
菝	0	233	[贲字腰]·扌·又	bhr
骎	0	233	马·彐·又	uur
偰	0	232	亻·丰·大	mpk
婼	0	232	女·[贲字腰]·右	gbc
棫	0	232	木·戈·[或字心]	sqm
杧	0	231	木·亡·亡	saw
犨	0	231	隹·隹·牛	oop
珦	0	231	⺩·[向字框]·口	vqj
矞	0	231	矛·冂·口	rgj
箦	0	231	[竹头]·责·责	pge
靺	0	231	革·末·末	yqm
汔	0	230	氵·[卧人]·乙	ofw
渼	0	230	氵·[美字头]·大	oik
滹	0	230	氵·虍·[于无横]	osu
莶	0	230	[贲字腰]·亼·[应字心]	brd
刭	0	229	[经右角]·工·刂	rmx
疬	0	228	疒·厂·力	kai
搠	0	227	扌·䒑·月	hsv
沘	0	227	氵·比·比	ozb
爝	0	226	火·爫·寸	xfp
葰	0	226	[贲字腰]·亻·夊	bmr
滆	0	225	氵·鬲·鬲	ofg
茕	0	225	[荧字头]·乚·十	nwu
堙	0	224	土·覀·土	ava
漷	0	224	氵·[享字头]·阝	ouz
絷	0	224	扌·九·糸	huz
郪	0	224	[妻字头]·女·阝	cgz
沨	0	223	氵·[风省]·㐅	owh
琫	0	223	⺩·[春字头]·[举字底]	vph
鳓	0	223	鱼·革·力	zyi
玓	0	222	⺩·勹·丶	vfz
敩	0	221	[学无子]·子·攵	dyy
熥	0	221	火·龴·辶	xoo
犰	0	221	犭·九·九	luj
猞	0	221	犭·[全字头]·[舍字底]	lkm
溇	0	220	氵·米·女	oxg
璲	0	220	⺩·䒑·辶	vso
抃	0	219	扌·亠·卜	hmp
䜣	0	218	讠·斤·斤	ilj
趼	0	218	[足旁]·开·开	rck
鞬	0	218	革·聿·廴	ycu
慥	0	217	忄·[告字头]·辶	qpo
涘	0	216	氵·厶·矢	oof
篌	0	215	[竹头]·亻·矢	pmf
铹	0	215	钅·[荧字头]·力	tni
蓐	0	214	[贲字腰]·辰·寸	bzp
蔟	0	214	[贲字腰]·方·矢	buf
猄	0	213	犭·[享字头]·小	luh
霅	0	213	[雨头]·訁·訁	lwy
魋	0	213	[鬼无厶]·厶·隹	boo
鲥	0	213	鱼·日·寸	zdp
藠	0	212	[贲字腰]·白·白	bgg
镘	0	212	钅·曼·曼	tvm
冮	0	211	冫·工·工	fmg
狝	0	211	犭·[尔字头]·小	lih
䃅	0	210	石·[兽字头]·十	uqu
姤	0	210	女·[反字框]·[同字心]	gam
镚	0	210	钅·山·月	tev
霪	0	210	[雨头]·氵·壬	lon
狳	0	209	犭·[全字头]·[余字底]	lkw
瓞	0	209	瓜·丿·夫	aax
莛	0	209	[贲字腰]·壬·廴	bnu
镃	0	209	钅·䒑·幺	tsj
颥	0	209	[雨头]·而·页	lzx
舄	0	208	臼·勹·灬	zfb
瀍	0	207	氵·广·土	oxa
筜	0	207	[竹头]·[尚字头]·彐	pdu
萆	0	207	[贲字腰]·[卑六]·十	bbu
邡	0	207	方·阝·阝	uzf
叆	0	206	云·[爱字头]·又	tjr
宧	0	205	宀·[颐字旁]·[颐字旁]	lvc
屼	0	205	山·兀·兀	ewu
霨	0	205	[雨头]·尸·寸	ltp
瑨	0	204	⺩·一·日	ved
镦	0	204	钅·[享字头]·攵	tuy
馘	0	204	䒑·自·[或字心]	sxm
簠	0	203	[竹头]·甫·皿	pvr
蒹	0	203	[贲字腰]·䒑·[兼无䒑无彐]	bsl
巉	0	202	山·[免五]·丶	eoz
垍	0	201	土·自·自	axi
扃	0	201	户·冂·口	rgj
惔	0	200	忄·火·火	qxx
濩	0	200	氵·[贲字腰]·又	obr
岞	0	199	山·乍·乍	eca
憺	0	199	忄·[尔字头]·訁	qiw
焞	0	199	火·[享字头]·子	xuy
脬	0	199	月·爫·子	vfy
郐	0	198	[全字头]·云·阝	ktz
煃	0	196	火·大·圭	xko
嵚	0	195	山·钅·欠	ety
眄	0	195	目·一·乚	kew
蒟	0	195	[贲字腰]·立·句	byv
椀	0	194	木·宀·㔾	slb
劓	0	193	自·田·刂	xbx
栟	0	193	木·丷·开	ssc
禋	0	193	礻·覀·土	rva
鄫	0	193	[曾字头]·日·阝	qdz
怃	0	192	忄·无·无	qau
摅	0	192	扌·虍·心	hsn
瓖	0	192	⺩·[衣框]·[寒字腰]	vcq
鲦	0	192	鱼·夊·朩	zrs
屣	0	191	尸·彳·龰	twh
蒐	0	191	[贲字腰]·[鬼无厶]·厶	bbo
扺	0	190	扌·[卬字旁]·[弋二]	hnb
潏	0	190	氵·矛·口	orj
籥	0	190	[竹头]·亼·[扁字心]	prg
耔	0	189	二·木·子	tsy
鲐	0	189	鱼·厶·口	zoj
屦	0	188	尸·彳·女	twg
眚	0	188	生·目·目	tkm
锬	0	188	钅·火·火	txx
塄	0	187	土·罒·方	adu
硔	0	187	石·龷·八	uyt
酺	0	187	酉·甫·甫	pvf
哕	0	186	口·山·夕	jet
煴	0	186	火·日·皿	xdr
羝	0	186	[差字头]·[卬字旁]·丶	inz
祊	0	185	礻·方·方	ruf
觿	0	185	角·山·口	iej
塅	0	183	土·[段字旁]·殳	ahb
狁	0	183	犭·厶·[见字底]	loy
觏	0	181	[寒字腰]·冂·见	qge
薁	0	180	[贲字腰]·[向字框]·大	bqk
檞	0	178	木·角·牛	sip
浰	0	178	氵·禾·刂	owx
钘	0	178	钅·开·开	tck
鳂	0	178	鱼·田·[畏字底]	zbc
渫	0	177	氵·廿·木	oys
镋	0	176	钅·龸·[见字底]	tdy
琄	0	175	⺩·口·[青字底]	vjv
簖	0	175	[竹头]·米·斤	pxl
酾	0	175	酉·一·[丽下角]	pev
墡	0	174	土·羊·口	aij
嶲	0	174	山·隹·冂	eog
敔	0	173	五·口·攵	njy
柷	0	173	木·口·[见字底]	sjy
洢	0	173	氵·亻·丿	oma
缐	0	173	纟·白·水	ygi
沺	0	172	氵·田·田	obt
漼	0	172	氵·山·隹	oeo
𫍽	0	171	讠·罒·[衣省]	idc
艨	0	170	舟·[荧字头]·豕	dna
赪	0	170	土·[亦字底]·贝	alq
鹖	0	170	日·勹·鸟	dfl
𬀩	0	169	日·韦·韦	dlw
梼	0	168	木·[寿字头]·寸	spp
苧	0	168	[贲字腰]·宀·丁	bli
悃	0	167	忄·囗·木	qws
揠	0	167	扌·匸·女	hag
洫	0	167	氵·丿·皿	oar
蓂	0	167	[荧字头]·日·六	ndm
蔸	0	167	[贲字腰]·白·[见字底]	bgy
廒	0	166	广·龶·攵	xpy
洑	0	166	氵·亻·犬	omz
浛	0	166	氵·亽·口	ofj
砫	0	166	石·丶·王	uzv
酂	0	166	[告字头]·[见字底]·阝	pyz
妁	0	165	女·勹·丶	gfz
焌	0	165	火·厶·夊	xor
襻	0	165	衤·林·手	fqh
恧	0	164	而·心·心	znx
𬘭	0	163	纟·林·林	yql
哱	0	162	口·[索字头]·子	jry
嶅	0	162	龶·[万无横]·山	ppe
缌	0	162	纟·田·心	ybn
郈	0	162	[反字框]·[同字心]·阝	amz
酡	0	162	酉·宀·匕	plc
鳠	0	162	鱼·[贲字腰]·又	zbr
漭	0	161	氵·[贲字腰]·廾	obh
肸	0	161	月·八·十	vtu
蠋	0	161	虫·罒·虫	cdc
橞	0	160	木·二·心	stn
糌	0	160	米·夊·日	xrd
腙	0	160	月·宀·示	vlq
螠	0	160	虫·䒑·皿	csr
埘	0	159	土·日·寸	adp
奓	0	159	大·夕·夕	ktt
氕	0	159	气·丿·丿	fap
縢	0	159	月·龹·糸	vxz
杻	0	158	木·乚·[里无日]	swa
祾	0	158	礻·土·夊	rar
圬	0	157	土·一·丂	aef
屃	0	157	尸·贝·贝	tqb
澴	0	157	氵·罒·[衣省]	odc
鳡	0	157	鱼·戊·心	zjn
𫓹	0	157	钅·其·其	tgq
婞	0	156	女·土·[南字心]	gai
槱	0	156	木·酉·灬	spb
玒	0	156	⺩·工·工	vmg
畎	0	156	田·犬·犬	bzq
缊	0	156	纟·日·皿	ydr
葸	0	156	[贲字腰]·田·心	bbn
慝	0	155	匸·[贲字腰]·心	abn
扽	0	155	扌·一·[屯无横]	hey
虒	0	155	[反字框]·虍·几	asw
栴	0	154	木·[卧人]·亠	sfm
赕	0	154	贝·火·火	qxx
𫖮	0	154	山·己·页	ehx
湑	0	153	氵·疋·[青字底]	ohv
瀵	0	153	氵·米·八	oxt
佽	0	152	亻·冫·欠	mfy
妧	0	152	女·二·[见字底]	gty
掞	0	152	扌·火·火	hxx
陴	0	152	阝·[卑六]·十	zbu
鲕	0	152	鱼·而·而	zze
鹣	0	152	䒑·[聿三]·鸟	sul
匜	0	151	匸·也·也	ady
漖	0	151	氵·耂·攵	oqy
棓	0	150	木·立·口	syj
砘	0	150	石·一·[屯无横]	uey
绠	0	150	纟·更·更	ykg
翛	0	150	[修字旁]·夊·羽	mrn
蒻	0	149	[贲字腰]·弓·冫	blf
崦	0	148	山·大·电	ekj
弨	0	148	弓·召·召	lta
襕	0	147	衤·门·丷	fes
鄀	0	147	[贲字腰]·右·阝	bcz
脿	0	146	月·龶·[衣省]	vpc
舁	0	146	臼·廾·廾	zhg
鲙	0	146	鱼·[全字头]·云	zkt
黡	0	146	厂·犬·黑	azn
枘	0	145	木·内·内	sen
梿	0	145	木·车·辶	sno
辿	0	144	山·辶·辶	eod
摛	0	143	扌·亠·禸	hme
簏	0	143	[竹头]·鹿·鹿	pdl
墣	0	142	土·业·丶	alz
墼	0	142	車·凵·土	nka
姈	0	142	女·令·令	gfl
搌	0	142	扌·尸·[畏字底]	htc
佖	0	141	亻·心·丿	mna
憕	0	141	忄·癶·豆	qtf
攮	0	141	扌·[囊字头]·[衣省]	hrc
殪	0	141	歹·[壳字头]·豆	urf
筲	0	140	[竹头]·[尚字头]·[青字底]	pdv
褙	0	139	衤·[北字旁]·[青字底]	fev
襜	0	139	衤·[尔字头]·訁	fiw
峃	0	138	[学无子]·山·山	des
檑	0	138	木·[雨头]·田	slb
瞢	0	138	[贲字腰]·罒·目	bdk
躔	0	138	[足旁]·广·土	rxa
阼	0	138	阝·乍·乍	zca
髢	0	138	髟·也·也	rdy
楩	0	137	木·亻·更	smk
爇	0	137	[贲字腰]·土·灬	bab
鄗	0	137	高·阝·阝	izf
酲	0	137	酉·口·⺩	pjv
嵎	0	136	山·田·[禺字底]	ebe
旿	0	136	日·[卧人]·十	dfu
珋	0	136	⺩·卯·卯	vnm
瑑	0	136	⺩·彑·[豕省]	vuv
癃	0	136	疒·阝·生	kzt
眢	0	136	夕·㔾·目	tbk
汫	0	135	氵·井·井	oqj
涐	0	134	氵·手·戈	ohq
茝	0	134	[贲字腰]·[颐字旁]·[颐字旁]	bvc
跽	0	134	[足旁]·己·心	rhn
锞	0	134	钅·田·木	tbs
柈	0	133	木·丷·[举字底]	ssh
椠	0	133	[车旁]·斤·木	nls
垯	0	131	土·大·辶	ako
媄	0	131	女·[美字头]·大	gik
忮	0	131	忄·十·又	qur
晅	0	131	日·一·旦	dev
涢	0	131	氵·口·贝	ojq
痄	0	131	疒·乍·乍	kca
瘌	0	130	疒·束·刂	kkx
嚄	0	129	口·[贲字腰]·又	jbr
璺	0	129	[臼裂]·冂·玉	zgp
臑	0	129	月·[雨头]·而	vlz
萏	0	129	[贲字腰]·[尔字头]·臼	biz
琭	0	128	⺩·[录字头]·氺	vui
蓢	0	128	[贲字腰]·丶·月	bzv
鄠	0	128	[雨头]·一·阝	lez
蜾	0	127	虫·田·木	cbs
爚	0	126	火·亼·[扁字心]	xrg
舲	0	126	舟·令·令	dfl
𬺈	0	126	齿·大·可	ukn
晫	0	125	日·[卢字头]·十	dpu
苘	0	125	[贲字腰]·冂·口	bgj
𬙂	0	125	纟·宀·[黄字底]	ylh
煋	0	124	火·日·生	xdt
镮	0	124	钅·罒·[衣省]	tdc
鱾	0	124	鱼·己·己	zhj
礅	0	123	石·[享字头]·攵	uuy
祃	0	123	礻·马·马	rum
踬	0	123	[足旁]·[反字框]·贝	raq
鄅	0	123	丿·口·阝	ajz
骍	0	123	马·辛·辛	ulx
羑	0	122	[美字头]·[久二]·丶	iiz
呣	0	121	口·母·母	jtm
唪	0	121	口·[春字头]·[举字底]	jph
垞	0	121	土·宀·七	alb
羱	0	121	[差字头]·厂·小	iah
螗	0	121	虫·广·口	cxj
馉	0	121	饣·骨·骨	npg
岍	0	120	山·开·开	eck
榍	0	120	木·尸·[青字底]	stv
窅	0	120	穴·目·目	wkm
萹	0	120	[贲字腰]·户·[扁字心]	brg
螵	0	120	虫·覀·示	cvq
跂	0	120	[足旁]·十·又	rur
锓	0	120	钅·彐·又	tur
髃	0	120	骨·田·[禺字底]	pbe
潩	0	119	氵·田·八	obt
皕	0	119	百·百·百	ddb
尜	0	118	小·大·小	hkh
旴	0	118	日·一·[于无横]	deu
涴	0	118	氵·宀·㔾	olb
禘	0	118	礻·[帝字头]·巾	ryf
牮	0	117	亻·弋·牛	map
轷	0	117	[车旁]·丿·[于无横]	nau
媭	0	116	彡·页·女	pxg
瘳	0	116	疒·羽·彡	knp
碥	0	116	石·户·[扁字心]	urg
臌	0	116	月·壴·又	vzr
酤	0	116	酉·古·古	png
氿	0	115	氵·九·九	ouj
贳	0	115	廿·乚·贝	ywq
镴	0	115	钅·巛·[巤字底]	tey
峘	0	114	山·一·旦	eev
崄	0	114	山·亼·[应字心]	erd
搋	0	114	扌·[反字框]·几	haw
暅	0	114	日·忄·旦	dqv
颃	0	114	亠·几·页	mwx
颟	0	114	[贲字腰]·一·页	bex
瑔	0	113	⺩·白·水	vgi
鲖	0	113	鱼·冂·[同字心]	zgm
泃	0	112	氵·句·句	ovj
坰	0	111	土·冂·口	agj
捃	0	111	扌·[聿三]·口	huj
捽	0	111	扌·亠·十	hmu
玶	0	111	⺩·干·丷	ves
秬	0	111	禾·匸·[叚右角]	waa
筥	0	111	[竹头]·口·口	pjj
讱	0	111	讠·刀·丶	ipz
骒	0	111	马·田·木	ubs
坬	0	110	土·瓜·瓜	aag
漶	0	110	氵·中·心	ogn
牾	0	110	牜·五·口	fnj
玼	0	110	⺩·[止旁]·匕	vkc
璬	0	110	⺩·白·攵	vgy
羖	0	110	[差字头]·殳·殳	ibs
顸	0	110	干·页·页	exy
黹	0	110	业·㡀·㡀	lmb
尨	0	109	[尤无折]·乚·彡	cwp
咺	0	108	口·一·旦	jev
峧	0	108	山·六·㐅	emh
庼	0	108	广·[比字旁]·页	xmx
瘅	0	108	疒·[兽字头]·十	kqu
瘵	0	108	疒·[祭字头]·示	ktq
瞀	0	108	矛·攵·目	ryk
胠	0	107	月·土·厶	vao
躐	0	107	[足旁]·巛·[巤字底]	rey
帱	0	106	巾·[寿字头]·寸	fpp
瑧	0	106	⺩·[春字头]·禾	vpw
碏	0	106	石·龷·日	uyd
愃	0	105	忄·宀·旦	qlv
脞	0	105	月·人·土	vka
菼	0	105	[贲字腰]·火·火	bxx
趯	0	105	走·羽·隹	fno
椑	0	104	木·[卑六]·十	sbu
湝	0	104	氵·比·白	ozg
猯	0	104	犭·山·而	lez
翯	0	104	羽·高·高	nig
熇	0	103	火·高·高	xig
礌	0	103	石·[雨头]·田	ulb
𬒈	0	103	[学无子]·石·石	dus
潵	0	102	氵·龷·攵	oyy
礓	0	102	石·一·一	uee
耑	0	102	山·而·而	eze
衒	0	102	行·亠·幺	emj
跐	0	102	[足旁]·[止旁]·匕	rkc
鳣	0	102	鱼·亠·旦	zmv
垿	0	101	土·广·予	axb
搛	0	101	扌·䒑·[兼无䒑无彐]	hsl
倕	0	100	亻·千·二	mit
叚	0	100	[叚字旁无二]·二·又	ttr
圊	0	100	囗·龶·[青字底]	wpv
葙	0	100	[贲字腰]·木·目	bsk
螣	0	100	月·龹·虫	vxc
戽	0	99	户·斗·斗	rtd
蔌	0	99	[贲字腰]·束·欠	bky
硿	0	98	石·穴·工	uwm
磜	0	98	石·[祭字头]·示	utq
臜	0	98	月·[告字头]·贝	vpq
铏	0	98	钅·开·刂	tcx
铘	0	98	钅·牙·阝	tzz
梴	0	97	木·丿·廴	sau
狴	0	97	犭·比·土	lza
瑅	0	97	⺩·日·[定字底]	vdh
芼	0	97	[贲字腰]·毛·毛	bpm
蒈	0	97	[贲字腰]·比·白	bzg
娀	0	96	女·戈·[左字框]	gqc
悆	0	96	[全字头]·[余字底]·心	kwn
鬏	0	96	髟·禾·火	rwx
垈	0	95	亻·弋·土	maa
珫	0	95	⺩·[充字头]·[见字底]	vty
绋	0	95	纟·弓·[乔字底]	yll
蒄	0	95	[贲字腰]·冖·寸	bnp
踺	0	95	[足旁]·聿·廴	rcu
辒	0	95	[车旁]·日·皿	ndr
刬	0	94	一·戈·刂	eqx
櫆	0	94	木·[鬼无厶]·斗	sbt
蔀	0	94	[贲字腰]·立·阝	byz
鲒	0	94	鱼·吉·吉	zcj
惎	0	93	其·心·心	gnx
榑	0	93	木·甫·寸	svp
欻	0	93	火·火·欠	xxy
皦	0	93	白·白·攵	ggy
鹢	0	93	䒑·八·鸟	stl
侹	0	92	亻·壬·廴	mnu
坫	0	92	土·占·占	apa
洿	0	92	氵·大·丂	okf
爔	0	92	火·[美字头]·戈	xiq
琡	0	92	⺩·上·又	vir
簰	0	92	[竹头]·片·十	peu
掊	0	91	扌·立·口	hyj
洭	0	91	氵·匸·⺩	oav
螋	0	91	虫·臼·又	czr
酴	0	91	酉·[全字头]·[余字底]	pkw
伛	0	90	亻·匸·㐅	mah
昄	0	90	日·[反字框]·又	dar
琀	0	90	⺩·亽·口	vfj
鳒	0	90	鱼·䒑·[兼无䒑无彐]	zsl
僔	0	89	亻·酋·寸	mnp
嶓	0	89	山·釆·田	erb
溻	0	89	氵·日·羽	odn
瘐	0	89	疒·臼·人	kzk
鄹	0	89	耳·又·阝	xrz
纩	0	88	纟·广·广	yxg
舭	0	88	舟·比·比	dzb
垎	0	87	土·各·各	adg
媖	0	87	女·[贲字腰]·大	gbk
掎	0	87	扌·大·可	hkn
