warning: The `fitz` API is deprecated and will be removed in future. Use `import pymupdf` instead.
(224.5, 196.2, '\ue0d8', 3.9)
(224.5, 262.2, '\ue029', 3.9)
(224.5, 266.1, '牜', 3.9)
(224.5, 292.7, '\ue060\ue02a\ue439', 3.9)
(224.5, 304.6, '凵', 3.9)
(224.5, 346.9, '龵', 3.9)
(224.5, 350.9, '\ue075\ue05b\ue002\ue410', 3.9)
(224.5, 366.6, '扌', 3.9)
(224.5, 455.3, '\ue054\ue062\ue05e', 3.9)
(224.5, 478.9, '\ue419', 3.9)
(224.5, 509.5, '礻', 3.9)
(224.5, 525.2, '丌', 3.9)
(231.6, 70.1, '丿', 5.9)
(231.6, 81.9, '士', 5.9)
(231.6, 93.7, '土', 5.9)
(231.6, 178.5, '日', 5.9)
(231.6, 202.1, '申', 5.9)
(231.6, 232.6, '舌', 5.9)
(231.6, 248.4, '辛', 5.9)
(231.6, 286.8, '女', 5.9)
(231.6, 298.6, '身', 5.9)
(231.6, 310.5, '由', 5.9)
(231.6, 341.0, '韦', 5.9)
(231.6, 356.8, '小', 5.9)
(231.6, 449.4, '人', 5.9)
(231.6, 469.1, '竹', 5.9)
(231.6, 503.5, '夂', 5.9)
(232.4, 76.0, 'p', 4.9)
(232.4, 87.8, 's', 4.9)
(232.4, 103.6, 't', 4.9)
(232.4, 196.2, 'r', 4.9)
(232.4, 208.0, 's', 4.9)
(232.4, 242.5, 's', 4.9)
(232.4, 258.3, 'x', 4.9)
(232.4, 292.7, 'n', 4.9)
(232.4, 304.6, 's', 4.9)
(232.4, 320.3, 'y', 4.9)
(232.4, 350.9, 'w', 4.9)
(232.4, 378.4, 'x', 4.9)
(232.4, 463.2, 'r', 4.9)
(232.4, 482.9, 'u', 4.9)
(232.4, 521.3, 'x', 4.9)
(233.3, 188.3, '曰', 3.9)
(233.3, 346.9, '韋', 3.9)
(233.3, 459.2, '入', 3.9)
(233.3, 509.5, '夊', 3.9)
(233.3, 513.4, '攵', 3.9)
(233.4, 99.7, '\ue43a', 3.9)
(233.4, 184.4, '\ue00c', 3.9)
(233.4, 192.3, '\ue070', 3.9)
(233.4, 238.6, '\ue0c2', 3.9)
(233.4, 254.3, '\ue0c9', 3.9)
(233.4, 316.4, '\ue982', 3.9)
(233.4, 362.7, '\ue073\ue051\ue06c\ue442', 3.9)
(233.4, 455.3, '\ue43d', 3.9)
(233.4, 475.0, '\ue09e\ue014', 3.9)
